source_id,ra,dec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag
3426270062572011648,92.27712719260036,24.367022801888805,19.825531,19.939245,18.784994
3426266493454268032,92.35219676366665,24.302827768376392,20.531553,20.282026,19.186668
3426261373855120896,92.13735955501338,24.193881299617264,16.504095,16.91116,15.894807
3426269036073801216,92.20279507668981,24.320168196698653,19.309734,19.604269,18.250088
3426266557876606080,92.3170073533268,24.292791904316932,10.527637,10.65544,10.308585
3426268108360853504,92.25048711513394,24.304347030712382,19.448538,,
3426262748244656000,92.07425724496414,24.24934392724397,19.994053,20.74704,19.065737
3426265393942640384,92.39093361062744,24.270758729557265,20.436129,20.901487,19.2041
3426271132020737536,92.23297226091616,24.40252385462376,11.17303,11.287095,10.954844
3426270165651214592,92.31450293524256,24.35659616120807,16.607162,17.111544,15.879686
3426258105380877184,92.1986709700144,24.165385360372156,19.411163,19.79992,18.5504
3426267279433192576,92.35186367974514,24.35772181609999,19.556099,19.618853,18.582453
3426270440535452288,92.29261533117783,24.38055865524845,19.073376,19.38225,18.146328
3426269998147580544,92.29387147505629,24.354813806555974,20.573456,21.448895,19.346079
3426266557876605952,92.3270489474566,24.29541084084757,12.005377,12.239925,11.617769
3426264427574762240,92.22040052557786,24.22366303038801,19.425474,19.750475,18.613241
3426265114774600064,92.29227579246384,24.28781678219055,17.990204,18.852165,16.775887
3426256868436822656,92.1930669638798,24.120915040579888,20.198147,,
3426269615900249984,92.27788836990922,24.311451627332417,20.40536,20.89468,19.355518
3426263946538434560,92.3425828168751,24.241993646549233,17.386463,18.20373,16.472801
3426261369555967104,92.13442373785708,24.19398012884845,17.299965,17.889364,16.536634
3426263087550095232,92.30448840903996,24.163339997083177,18.87134,19.458157,17.97615
3426269547175868800,92.2955703038782,24.30684437332084,14.417215,14.781954,13.850022
3426261232117014400,92.1023389319842,24.196506763900203,17.027142,17.445736,16.402954
3426264775467765632,92.32283171971864,24.257269989309844,20.523645,19.83593,18.626131
3426266523516867968,92.30606238998855,24.290918592923653,12.959854,13.153784,12.610455
3426265114774595072,92.29114543686835,24.288385077637994,19.757318,20.011366,18.665813
3426261266476976896,92.10891744708775,24.208555453834972,18.578642,19.1326,17.749542
3426267245073454464,92.38774859609639,24.359204407139757,19.344536,19.839197,18.59034
3426262709586066432,92.09924796056457,24.25478644346973,19.39897,19.72919,18.591911
3426269070433551232,92.18772841378622,24.31558756381003,18.476364,18.922564,17.409674
3426267623028651904,92.17495865280836,24.252363319489124,17.632069,18.607643,16.603905
3426270857139876096,92.25352196951711,24.382973075312993,20.12715,20.401966,18.98508
3426270131291476096,92.33186974243216,24.357222587092213,18.720215,19.073864,17.868467
3426271063301261440,92.24106939575441,24.393451172173393,19.03564,19.137537,17.70926
3426270066867057920,92.27967165569218,24.363249628584775,20.62045,,
3426269757631203712,92.29588010775481,24.343883495961748,15.707106,16.22076,15.020676
3426266283001800576,92.33856916101227,24.278460171258644,19.725014,20.43382,18.356688
3426265252208496000,92.37966264579816,24.248037432625203,19.339975,19.595255,17.878113
3426270857139876480,92.2552659925116,24.380755233011683,19.458733,19.620745,18.44104
3426267107634480384,92.35774607526487,24.3412678813261,19.629494,19.875523,18.649073
3426257418186111488,92.24431983904894,24.1682688739425,19.69804,20.2205,18.793388
3426271132020738048,92.2362596367167,24.39784510858482,16.421354,16.914333,15.731739
3426265565743123712,92.37166783019637,24.270811616534118,16.969791,17.502903,16.25036
3426270371809657472,92.30212279707348,24.368272843311754,20.0776,20.542173,19.06175
3426262473363860352,92.09450605691256,24.24074042673034,19.512873,18.296839,17.558771
3426266493454266752,92.34849006883923,24.311181666919833,20.75253,19.936909,19.543795
3426260407483272960,92.02989702023766,24.171765416733113,18.780396,19.32882,17.966228
3426266351718176256,92.32209694856465,24.289759860101736,11.979583,12.113346,11.731911
3426261129043686656,92.08944218729594,24.183844048234736,20.599312,20.326468,19.49225
3426270371809658112,92.31149082857769,24.36828885940748,17.324823,18.044205,16.408213
3426258075320235520,92.18531449396103,24.15676136552137,18.096745,18.54639,17.40848
3426261506995145984,92.16352375679621,24.207398473252564,17.855862,18.309837,17.117039
3426271063298306944,92.24121011427155,24.393235446249403,19.773212,,
3426269478454730112,92.1877462166172,24.35866719232133,19.910463,20.570686,18.607607
3426267794830288640,92.199878380154,24.276168739271785,19.501667,20.162357,18.263714
3426264565013729024,92.24358364013183,24.246675696576304,15.650525,16.222172,14.915926
3426260648006946048,92.03133736144692,24.19259843124947,20.566374,20.768322,19.547132
3426270096931724928,92.3281801143747,24.34685579422627,19.815262,20.298021,18.450754
3426262473366745728,92.10156687509645,24.23608335027439,19.66435,19.943798,18.78099
3426261850592301184,92.06475058642437,24.188586242792848,19.24288,19.742207,18.359995
3426270062572012672,92.28555310986677,24.368230896636543,19.468039,19.929436,18.399593
3426268653820645632,92.16157562778092,24.298481647591597,11.377806,11.516989,11.12024
3426268761197043840,92.1416512368262,24.287525816418945,20.732594,21.05192,19.538033
3426256318674348416,92.10407834901362,24.123256955595973,19.523457,20.017845,18.61803
3426266248640924800,92.33111156088867,24.263597747861745,19.566755,19.846,18.62004
3426257418186111104,92.23808990925926,24.165737335849943,16.846945,17.204802,16.240885
3426263053183201920,92.28444103189811,24.165879358448166,17.640488,18.224957,16.926844
3426270371809657856,92.30632111322969,24.366718800404954,17.825506,18.314705,17.086466
3426267863546664832,92.20645317854718,24.285519626907522,10.150033,10.27274,9.942771
3426267245073453056,92.38240160176584,24.35774249117975,16.93406,17.666111,16.092598
3426271132018947584,92.23646964035737,24.39698876337602,20.537882,20.273249,18.884274
3426265600101069568,92.38326005047813,24.281662301672554,20.486927,20.595821,19.442753
3426262743945805440,92.08222185054086,24.254844623152728,19.419481,19.886246,18.586939
3426265290865217408,92.39094588781673,24.24972093585833,15.222642,15.730586,14.5414295
3426267451231750528,92.20691248392684,24.244265955575617,16.074919,16.734648,15.296618
3426264839891652096,92.30644482168883,24.261024943213968,19.160751,19.578989,18.235714
3426261747513358592,92.16220736065833,24.23550049183908,17.972776,18.531252,17.290451
3426268035345356544,92.2544969255209,24.28659408690892,12.01691,12.195225,11.71039
3426260991604978176,92.1245693687432,24.183049632069736,20.758896,21.116995,19.26777
3426258075320235904,92.18118117143965,24.158604353834427,15.771171,16.332073,15.046629
3426261300836487168,92.14492236271033,24.186195067995733,15.00968,15.47809,14.3668
3426271132018947968,92.23300759556899,24.39816328526589,20.109922,20.644163,18.740095
3426262404647269248,92.10590111119215,24.230488315645456,15.703689,16.266863,14.997623
3426264015257914368,92.32210502573217,24.24729106823854,19.870949,20.192644,18.827644
3426256318680423552,92.10550554839068,24.121421566104964,20.575808,20.36977,19.329475
3426261197757272960,92.12374187095303,24.18873150721454,19.130373,19.729368,18.334572
3426266695317583872,92.33355864640131,24.31387041856372,17.796108,18.368202,16.963408
3426260721018279936,92.02714225914711,24.199917012289397,20.884604,,19.672497
3426262748244653184,92.08200091255006,24.251273445024356,20.337654,20.41328,18.921206
3426259307977440768,92.07476229037157,24.13387053142049,20.66853,20.399475,19.30148
3426265011695378944,92.29087512642347,24.26772171282683,16.920689,17.479303,16.17082
3426258002301649152,92.20656172152238,24.144457736540385,17.352394,18.33941,16.350328
3426261300836487936,92.15696828517152,24.18772984894949,19.190891,19.618406,18.350698
3426271132018948224,92.23542933842218,24.395471268857637,19.932339,20.060122,18.758041
3426259239252107776,92.08437251916851,24.120544837218894,18.764702,19.142345,17.99673
3426270788423355136,92.25908956679226,24.374280107119173,10.5299015,10.616696,10.371983
3426267657388391296,92.18027164502895,24.252841048196995,18.57958,19.085686,17.805851
3426266424734792832,92.35822417924729,24.292144073089556,20.305206,20.293577,19.41573
3426262194195176576,92.03198583717818,24.218187010040392,18.551289,18.951666,17.761059
3426271063301262464,92.24312714567516,24.386587883777658,14.471663,15.296195,13.582747
3426262473366746368,92.09535411947365,24.23888936894991,15.79522,16.026932,15.3024845
3426269993852524416,92.29373029026206,24.358035760807294,19.597305,20.381079,18.454048
3426261438275669504,92.16944796028459,24.206312966337237,18.455965,18.811514,17.447472
3426266729677322496,92.31538987775686,24.313850760536866,20.483456,20.427687,19.513039
3426258414618466048,92.19199316424081,24.18870839139318,18.118387,18.625526,17.2944
3426268241506890240,92.20831592466546,24.29840998171002,20.235596,20.596178,18.944624
3426260441843028224,92.04685660437657,24.18877524366761,18.508003,18.848656,17.522268
3426262503433329536,92.10550333466674,24.24860306682001,20.638823,20.639791,19.60172
3426261300842768256,92.14676825896015,24.182371928272783,18.620762,19.088238,17.864742
3426271269456723072,92.26594154397033,24.396478027782777,19.781775,,
3426267863546664192,92.2015940348123,24.290621836886153,12.170677,12.365343,11.83715
3426262473366746496,92.0939704040205,24.239701035791313,12.099332,12.257278,11.820654
3426261438275669632,92.16978740280952,24.208165451356205,18.233421,18.810865,17.339037
3426266523523943296,92.3066100369421,24.293270846571108,20.870968,20.523169,18.986067
3426269517111255296,92.19985886664159,24.369854189021567,20.362213,20.343716,19.086544
3426262743951277696,92.07482107923646,24.2600618562184,20.52747,20.834406,19.586483
3426266557876605440,92.32485525452262,24.29757888539538,12.098288,12.265188,11.794219
3426270788423355392,92.26860363721488,24.365147564219185,13.072576,13.472611,12.431069
3426261713159702912,92.1584024598582,24.22328676254409,20.661816,20.990412,19.816355
3426270062572013952,92.29241435898653,24.369233985533526,20.147635,20.581776,18.98917
3426269581540658816,92.30670169106325,24.316981080174283,20.668818,21.249119,19.407455
3426262743951286272,92.0759607248313,24.263132098127464,20.480293,20.667744,19.531658
3426263087542941056,92.30306008850546,24.1671879594831,15.632003,16.084154,14.961589
3426265668820548608,92.36712726798206,24.285195796180375,20.537157,21.14674,19.205166
3426262056750956672,92.07904634255169,24.20779877834506,19.718052,20.228752,18.827742
3426269993852524160,92.30202943537306,24.357876832415247,17.760847,18.210793,16.995266
3426265424007186560,92.34606579375483,24.245437903328042,19.126307,19.705988,18.20621
3426266665252961536,92.33468294798323,24.310905129837565,20.306152,20.553595,19.108006
3426260617939065344,92.01896028958865,24.19115499648898,20.620058,,18.25404
3426261129037796736,92.08602273582859,24.190161662783346,17.063768,17.580986,16.346767
3426262915744553600,92.103148236545,24.288376969808684,18.748476,19.762451,17.492643
3426258139740618112,92.21658071815096,24.169366371177023,19.595898,19.986479,18.76897
3426269993852524032,92.30051694960557,24.35772373397191,16.080482,16.928358,15.144533
3426264874251373440,92.2673895596649,24.24602995839935,17.485907,17.967535,16.770739
3426266729677323136,92.32016582761806,24.314694473388823,20.56409,20.646545,19.582314
3426267485591490048,92.21851792183104,24.245689614872813,16.227268,16.724432,15.535524
3426261129037796608,92.09079086383346,24.190190020734313,19.196062,19.602213,18.329859
3426257486905452416,92.16284729538606,24.120163993485253,14.708259,15.523581,13.820897
3426271132020739712,92.23040845949124,24.395014482787555,17.655016,18.434307,16.714733
3426265703180496896,92.42188358869902,24.263287568848042,20.640366,19.943834,19.119545
3426266523519970688,92.31285096511228,24.28870461591864,19.37409,19.630804,18.255125
3426257727423620864,92.12567885705283,24.12178439840775,20.21203,20.506123,19.14574
3426262473366746880,92.09949378141181,24.232055863426076,17.459517,18.273945,16.516893
3426265664526511104,92.37449009998,24.28481834827062,19.718039,20.047312,18.777548
3426259307977437952,92.07440625418624,24.14073325633264,20.17412,20.224617,19.198465
3426260991598843008,92.13190518577315,24.189396548792445,18.52513,19.038263,17.735723
3426269615895346688,92.28103916258314,24.314229549665903,18.518415,19.426695,17.396423
3426257010165458048,92.23589184006,24.11870716722085,20.40462,20.346136,19.67824
3426270062572014464,92.29060088254231,24.370119757623826,18.283384,18.728876,17.474468
3426264118335113728,92.22818120210425,24.200530786816483,19.893005,20.084461,18.845121
3426261163397535616,92.10886224771399,24.190861528236372,19.142622,19.810535,18.179703
3426264702452680960,92.28578560517127,24.245138958490532,17.990402,18.642027,16.760952
3426261266476974848,92.10486091517296,24.20772538493587,20.574186,20.5354,19.53753
3426262713884911744,92.09300720105531,24.250680112585062,16.174706,16.785187,15.4206505
3426268138426590080,92.25978532728087,24.309195932787553,17.438274,18.372862,16.441069
3426271063301263104,92.24330293219494,24.38313785206707,19.167751,19.522688,18.029388
3426258208460096384,92.20053160269585,24.171289065389864,17.81806,18.357954,17.077766
3426258380258726528,92.18117020887217,24.186786321496932,17.537277,18.02526,16.793274
3426267107634486656,92.36044525761136,24.344245481826004,16.643234,17.33628,15.820802
3426258281478663424,92.17933017380993,24.168866161646744,16.778666,17.32252,16.031034
3426262572147110912,92.13866025192002,24.252393953824964,17.88243,18.34848,17.173117
3426261094678042496,92.07068843969638,24.17263717792291,18.82965,19.354012,18.015518
3426266557879709568,92.3225615526198,24.293829846078577,19.537086,19.863918,18.568031
3426266699612698624,92.33778959356512,24.313295725383064,20.778913,20.442728,19.448856
3426264771177346176,92.31861388536727,24.25771537329838,18.704105,18.783976,17.3523
3426267897913116672,92.23878823319085,24.266223317780778,19.38185,19.701906,18.4265
3426266008122795392,92.40454004878252,24.299059285179467,16.104261,16.540356,15.466495
3426263431140341504,92.27411913190414,24.195503258782516,18.145336,18.709455,17.341076
3426261786170159744,92.14936976010127,24.235133639688627,20.237385,20.60398,19.159618
3426258208460096128,92.2134267366754,24.17128867066017,19.638552,19.921288,18.737307
3426266145561765632,92.42461162312347,24.311706576816228,19.528383,20.086752,18.601637
3426261129037796864,92.08946795912628,24.18468138312423,19.38656,19.49364,18.388617
3426268585101383424,92.17092482151598,24.286158533810305,18.764875,19.325678,17.994299
3426258212759177088,92.20966624827548,24.17828260868705,15.800127,16.262644,15.162874
3426270788420401664,92.2645764000471,24.37076895641656,20.102304,19.941042,19.170708
3426266424734792064,92.35559697274836,24.29619557500597,20.542894,20.211832,19.120388
3426264530653984640,92.2211213004421,24.23607812954051,18.852955,19.086016,17.994331
3426269925137820416,92.26417968606759,24.348580343894547,19.93366,20.465061,18.52272
3426262125470434432,92.03762644322421,24.209049254870255,18.399576,19.18226,17.45639
3426262404647266816,92.11224771908589,24.231024185427305,18.937061,19.309412,18.1793
3426266145561765760,92.42298333444994,24.3114190096616,19.30177,19.77115,18.377789
3426262537789159680,92.1327210782777,24.2382093956164,20.152975,20.457796,19.065125
3426268310225281408,92.2382228647837,24.307847696898182,18.330194,18.875399,17.510979
3426260441848648320,92.05095471695266,24.185182279904335,20.892149,20.725811,19.769026
3426260407483266176,92.03248271663448,24.16600820590285,19.237185,19.867159,18.342619
3426258105387400448,92.19261467318013,24.15819461831047,19.54609,20.17465,18.670797
3426268550747558144,92.145704616417,24.28559504009192,18.263536,19.143148,17.158081
3426258448984843776,92.20220492500894,24.195273114061457,20.69551,20.537214,19.008478
3426261373855116160,92.14937363617098,24.197149241560858,16.911623,17.317345,16.297422
3426269963787845504,92.28483678975964,24.3479155258817,20.325987,20.819942,18.86743
3426259239252108288,92.09235807117797,24.120902781953873,17.298483,17.798927,16.569786
3426265389645504000,92.394167068099,24.27031206172304,12.636765,12.948502,12.170293
3426265939408961152,92.43646068291996,24.312323824929187,20.119806,19.726044,18.727076
3426270857141042816,92.25479803270261,24.374105065689637,19.853374,19.937866,18.773159
3426258448978279936,92.20085806073878,24.196370963108098,16.493229,17.320536,15.503491
3426265664523409792,92.37417548160742,24.28155063756727,12.831839,13.200417,12.298353
3426266768332175872,92.32501277006767,24.320855295189702,20.436712,20.379768,19.07692
3426260716721162112,92.02197725650112,24.209825945893822,17.833735,18.67792,16.866938
3426260441843026688,92.04749662612801,24.1866346789955,19.544657,20.05921,18.67396
3426261373855115904,92.14641541505885,24.200315575495676,16.91068,17.40034,16.225183
3426265801965463680,92.41386329810743,24.280607695300258,19.502787,20.263283,18.25647
3426261129037793280,92.08992490832341,24.182862563789275,17.926247,18.397951,17.191263
3426260441843026816,92.04450982971736,24.186731273464744,17.441246,17.889935,16.807835
3426271166380473856,92.23954582905326,24.4050317668125,18.773039,19.363106,17.849665
3426271269457895552,92.2749076110709,24.392848975775742,20.564587,20.459986,18.921244
3426262473366744064,92.10312541245413,24.238391844174313,15.07898,15.355404,14.631011
3426263293701376896,92.2575173536202,24.175886858134934,19.28821,19.761574,18.300907
3426266660957839360,92.32854184439977,24.308206216012305,15.495567,15.962318,14.848328
3426260682361408768,92.01062178555976,24.20118391857032,19.0971,19.561214,18.277988
3426270788421566208,92.25689853508145,24.372394621548278,19.852262,,
3426263602939032704,92.3283352171521,24.195352063011477,16.588076,17.292051,15.738807
3426267313792944896,92.37550206250421,24.370919267140675,19.116247,19.57538,18.376343
3426260441843026048,92.04998490075828,24.185661434511054,19.681126,20.14512,18.73134
3426262404645453696,92.106681613346,24.228017561750377,20.951096,21.021757,19.608519
3426270479184132736,92.30781009927209,24.382644254508314,20.68866,20.910831,19.49967
3426257555624926464,92.14919657122087,24.117692770061606,19.523092,19.96596,18.722977
3426261129037793920,92.08151760308553,24.185626812604028,17.864761,18.432337,17.109024
3426264702452675072,92.28777346373198,24.23910466051433,19.949577,20.359987,18.686243
3426266626598101248,92.30996255925776,24.309160386240933,19.415018,20.38239,18.122103
3426264118335107712,92.23737402170603,24.193416924014983,18.208267,18.83409,17.390875
3426260441843026176,92.0408463138795,24.18560452291862,18.136236,18.648249,17.39009
3426261266476961664,92.11113887041921,24.19956167465435,20.134733,20.60393,19.140757
3426267623028634752,92.16996287393671,24.242917327425676,17.248486,17.813517,16.528791
3426265939403333760,92.44403338806134,24.31056283967101,19.955008,20.865082,18.98295
3426263431140340480,92.28029540745703,24.19432235269162,18.705282,19.149912,17.920502
3426258448978278528,92.20806786359195,24.194923164747404,18.382418,18.861841,17.590197
3426262125470435072,92.04927002014213,24.209421345246,20.398645,20.691551,19.44941
3426270028212264704,92.27704640754625,24.35838918875216,16.026905,16.635038,15.269584
3426257967948219392,92.15813483751445,24.161555409886944,20.3244,20.468891,19.264034
3426266660957840000,92.33514832691621,24.309851683737985,20.416733,20.67926,19.243395
3426269757628251904,92.29873314220067,24.336739015419667,19.262367,19.410181,18.341148
3426260991598840320,92.14098727690192,24.18336175185836,16.249653,16.605335,15.694035
3426268138426590464,92.2562166844937,24.30931997765823,18.59754,19.182737,17.710674
3426262125470431360,92.03956024469349,24.20666377038978,18.72265,19.205399,17.888052
3426259273611855232,92.09996817837279,24.126110618850504,16.737774,17.195465,16.080109
3426269963786681984,92.28933937328944,24.345993035580005,20.666954,20.258062,19.548866
3426270444823000320,92.29022335511763,24.3795819639587,19.772278,19.844778,18.46879
3426268378944759168,92.23067049514663,24.308611089523065,17.061138,17.64366,16.27737
3426264083975369600,92.25144800158195,24.193708618095105,16.257812,16.796125,15.559342
3426262679525174912,92.08493975059268,24.252258832900168,19.648502,20.35065,18.557783
3426261472637256448,92.19179305445644,24.21733767263449,19.333023,19.998238,18.205921
3426267043210065024,92.39040660832289,24.350968524391632,20.412512,20.446604,19.28767
3426267829186927616,92.1870407349867,24.272788362543768,11.714431,11.827608,11.492932
3426261300836486400,92.15590497514118,24.185511304979308,18.680798,19.291838,17.783422
3426270273025470848,92.3622433284951,24.376704171129052,19.41784,19.375538,18.170076
3426261305135640448,92.161837408736,24.182891884758543,16.176144,16.67559,15.478372
3426262606506846720,92.11985908271357,24.251304444698235,18.921097,19.861832,17.767874
3426268688186738176,92.17998000048696,24.30290733750383,18.132227,18.337078,17.317137
3426265939403334144,92.43452989773043,24.310972655174197,19.87056,20.290213,18.783398
3426264530653982848,92.22949369006464,24.236872680446076,18.777534,19.40744,17.573368
3426266798396784256,92.37464156350768,24.304357199600688,19.539785,19.70981,18.54819
3426271166378680832,92.24124732934156,24.418736016480945,20.323341,21.32591,18.956182
3426266974490588416,92.40866266592667,24.334020796102077,20.434904,19.507967,19.31398
3426267141994234880,92.32992860290497,24.33795622543267,13.930403,14.634839,13.109067
3426257353762822528,92.24864332026428,24.15599347624919,18.300951,18.789743,17.005367
3426267554310979968,92.21335933292808,24.259215187036148,18.066162,18.668158,17.208366
3426265183489012608,92.38020179030666,24.238967749546955,16.923018,17.645412,15.935488
3426263431140339968,92.27366884673042,24.193180671407386,16.883324,17.564842,16.03335
3426263121902685952,92.31871405812879,24.17894160266127,20.169025,20.697353,18.972832
3426267451231752960,92.19702760068742,24.247999885735435,18.790709,19.382658,17.928223
3426263877818945024,92.3054498433616,24.22809867039034,18.739332,19.253994,17.922247
3426264736813569920,92.30511532274636,24.242820161501673,18.40467,19.05131,17.470102
3426257044526266368,92.2622435319652,24.131314412526066,20.526987,20.876007,19.053762
3426270543608399104,92.3435915312222,24.405031480847907,18.743189,19.26096,17.941172
3426261476934320256,92.17726237521576,24.213353336184156,10.495004,11.270172,9.663049
3426262091116376832,92.0919254163144,24.227268844911208,20.617886,21.088875,19.27191
3426268653820860672,92.16435798478244,24.286545321429536,16.936842,17.690674,16.067165
3426269478454726400,92.18590501808498,24.355884705208474,17.259512,17.775417,16.544481
3426264530655138944,92.23251299081348,24.239968758032557,19.280577,19.78343,18.393766
3426262713884909568,92.09711006109305,24.255620586380825,16.709278,17.398935,15.905375
3426267249368495616,92.38481667866883,24.35245333927671,17.128286,,
3426268619462929024,92.18821030780144,24.292092090882726,18.424776,18.938858,17.625097
3426266729682435328,92.31904033114166,24.312288536617274,20.606173,20.651922,19.401888
3426260854159950208,92.10560585390816,24.169579031481813,20.205881,20.892427,19.226845
3426261408214851840,92.14837636433539,24.208261161046547,16.697447,17.128416,16.065357
3426266802691909376,92.36958641520259,24.30650768666932,20.491732,20.681183,18.989096
3426263190622162816,92.30477260971934,24.178927575108496,19.924618,20.162022,19.096838
3426265286568227456,92.39642982117863,24.240798560447054,20.165285,20.405949,19.20826
3426260957239090944,92.11014563080504,24.174105263403614,19.30072,19.865574,18.247126
3426263396780601344,92.30137078294443,24.19232014098079,13.863946,14.228253,13.335744
3426264496294244608,92.25176561940604,24.236348848683885,13.703637,13.881728,13.363816
3426265703180281472,92.41778273217551,24.268960105752992,20.739788,20.199675,19.35229
3426269959492780032,92.28700415845722,24.353041311294124,18.341385,19.333807,17.209732
3426260648001457280,92.03277770562693,24.187371572505317,18.32344,18.830753,17.568165
3426265114774591104,92.29058185562818,24.290470966650968,20.691217,20.798677,19.541986
3426262331634333696,92.06218367048352,24.233095970813824,19.966614,20.231762,18.787395
3426264633733198208,92.29964241076452,24.238945575505703,18.714088,19.245522,17.701435
3426269134856979328,92.22031128562354,24.328971650584144,11.850273,11.998852,11.582377
3426263431140343680,92.28002463727162,24.19824966988056,19.958292,20.350182,18.877443
3426262915744552192,92.10909826959045,24.287208921735086,19.439587,19.999384,18.504295
3426262125470432128,92.04797902278848,24.20711673181625,18.84813,19.648817,17.864191
3426264874252522752,92.27004362918194,24.243193605493424,19.574312,20.506882,18.299618
3426266764037113472,92.32054077233619,24.328149795762844,18.984982,19.445477,18.093863
3426261335196225408,92.16215184909345,24.18613219616492,17.486967,18.098724,16.692152
3426258040960492800,92.21147532972263,24.146573573704917,19.6525,20.50485,18.516842
3426262507724667776,92.10807344805856,24.243251288756127,17.768944,18.291748,17.071547
3426270822780134016,92.27090480041879,24.373658751916516,19.382612,19.757473,18.300697
3426260991598841472,92.13899143929949,24.18637931412836,18.769955,19.223125,17.968191
3426263465500081920,92.28734948936186,24.198237196365483,20.310188,20.522484,19.385254
3426264565013724672,92.24313783269659,24.239304137583627,16.458721,17.12116,15.624746
3426264358855278976,92.232415703374,24.216648556411307,18.010862,18.723352,17.155428
3426267146289291520,92.33660008045563,24.34256377633988,20.753086,20.238943,19.506693
3426267318087970816,92.37376020781731,24.37055073765443,20.609196,20.091793,19.465525
3426268550741647104,92.15017300852308,24.287889885665408,18.533195,19.060675,17.753698
3426268520680680192,92.13869419880393,24.274800765405235,14.55976,15.121207,13.8648405
3426267623028633856,92.18229276783165,24.242296862812875,18.383265,18.884014,17.578196
3426271166380472320,92.2410999865012,24.408784479651004,17.044073,17.732597,16.196218
3426267210713699456,92.36610526833122,24.345494106229264,18.657835,19.166758,17.801537
3426270131291472768,92.33390120477459,24.354619327197433,17.665789,18.128819,16.92527
3426269684619856768,92.30350330344986,24.325255581086093,20.321062,20.540396,19.248722
3426257010168342272,92.23367396584885,24.124949643006154,15.567855,15.880927,15.065136
3426267519951241984,92.22951032965,24.255647034443967,18.38238,18.881016,17.54402
3426267451231746688,92.19990235788435,24.239068571488154,17.477226,17.936007,16.659304
3426262537787357696,92.13754755277785,24.24476221167557,19.605236,19.892082,18.720974
3426262675226324352,92.08700814671968,24.252535367795584,19.729868,20.094242,18.704346
3426256318674344192,92.10986640781793,24.116941778859918,18.705082,19.293522,17.516678
3426266214279218816,92.41921059025047,24.324010971505867,11.827381,11.979219,11.554061
3426270028212257280,92.27035304091434,24.353234303857025,18.985125,19.657549,17.892813
3426265011695298304,92.27621100603513,24.26664683999719,14.715499,15.061882,14.057198
3426258109677082752,92.19408691960184,24.162920128357644,19.19527,20.124136,17.95562
3426263637298773632,92.35566767393885,24.198799253535856,18.63059,19.142908,17.859724
3426270857141248384,92.25333518258765,24.387181398475377,20.759176,21.443037,19.25088
3426256868436877056,92.20194908780567,24.128445899240948,20.757097,20.53091,19.770077
3426265183494500864,92.38352205772937,24.226320903730745,20.157661,20.156113,19.086552
3426268928698838912,92.14513055541231,24.32227052894212,19.63151,19.936695,18.65272
3426265424008335488,92.35232776277289,24.238779429440665,19.26636,19.673313,18.35369
3426270096931728896,92.33264108670085,24.34846116152943,18.949528,19.792261,17.62194
3426271166378681856,92.24340940254417,24.410161742513825,19.918896,20.10093,18.890707
3426261850592296960,92.06559394315086,24.182738557698812,19.789688,20.2386,18.651508
3426256941448865280,92.25104369501877,24.10953825662988,16.745354,17.393272,15.906859
3426262572150054144,92.13625340939053,24.25620660093792,20.00005,20.680704,18.795397
3426267519951242112,92.22025787847264,24.25584756798044,18.008991,18.629765,17.129
3426267141992153088,92.34491789551645,24.340604757945314,11.383297,11.521094,11.118973
3426257555624925952,92.15571318265401,24.11628574422894,17.719782,18.092157,17.055084
3426264187054587008,92.26097493831334,24.19622584094135,15.339053,15.734345,14.770961
3426265286568230784,92.3881226737372,24.242838183161254,20.403387,20.818619,18.84954
3426262439004118272,92.12065773290006,24.225656963681182,20.10603,20.495136,19.0332
3426270857141248256,92.26284560252336,24.378199346278016,19.323357,19.044851,17.863125
3426267623028647168,92.17934521309428,24.2487553385048,15.506472,15.9502535,14.8821335
3426265978058187648,92.3949059424748,24.29151318074854,20.448776,20.441044,19.325909
3426269718974612864,92.32436955581053,24.34046534488884,17.220673,17.481878,16.532219
3426260854165882880,92.10485601976035,24.1664512812292,20.832264,,
3426262125470432512,92.04081594718235,24.20817150392021,19.925447,20.341461,18.959707
3426269001714072960,92.19607363243763,24.31073515776114,17.801325,,
3426257246394075520,92.21420102132602,24.137044235143,20.595617,20.891365,19.724854
3426268963058578304,92.1538645849038,24.322587245204637,18.733013,19.79015,17.59004
3426268585101372288,92.17496857968071,24.27976563186665,16.71077,17.192894,16.023598
3426266970193461376,92.39881380959277,24.3406094426866,12.958343,13.23472,12.534315
3426260441843024768,92.05105954997943,24.18411244873588,18.881361,19.687399,17.820862
3426264015257910272,92.32978142465201,24.241325474692577,16.64409,17.146528,15.970093
3426266768331006336,92.32993894093349,24.321212452994473,19.64043,20.125895,18.625507
3426263224981896448,92.25949365597948,24.169095479557143,19.948374,20.498672,19.032778
3426264393215017472,92.20270562966716,24.21615664126116,19.027365,19.463028,17.931473
3426264874251369728,92.26526146922762,24.23973530516912,17.10456,17.73411,16.298431
3426267176353972480,92.35141273152801,24.35393770505399,18.291431,18.821085,17.458443
3426261163403506176,92.10159456965741,24.183347885940478,20.452253,20.58391,19.282696
3426268963058578176,92.1579870443933,24.32251490658534,18.986404,19.625244,18.074219
3426269822051746944,92.27174836701474,24.325270821528704,13.147107,13.500299,12.624863
3426256804009921920,92.20421963825618,24.116742016298797,17.776173,18.392235,16.976685
